Radar_Type,Azimuth,Elevation,Range,Speed,RCS,Power,Noise,Threat_Type,Attack_Severity
Front,0.117943,0.008344,74.451,23.358,821.852,113.37323107114179,151.959,noise_injection,Low
Front,-0.235063,0.080383,41.346,5.097,342.988,179.18429126957128,303.87,noise_injection,Medium
Back,0.05434975296438236,0.1083898879134965,179.20883875788783,130.3437215148068,701.317,153.017,117.484,spoofing,High
Back,-0.37251305723381745,-0.037386657676490506,31.819534748165623,114.49393989193553,635.217,123.21,106.001,spoofing,High
Front,-0.127809,0.025657,195.293,-1.249,61.525,195.39288880203583,530.71,noise_injection,High
Front,-0.714325340298654,0.26665849430965755,28.00088741557938,37.03844713248183,87.369,148.271,109.912,spoofing,Medium
Back,-0.09579,0.017971,149.628,11.607,883.277,199.33782955676713,336.957,noise_injection,Medium
Front,-0.00699,0.093297,118.11,35.417,562.111,216.64043822284975,565.14,noise_injection,High
Back,0.0750087767653621,-0.1833990031541476,221.87420569833745,64.79958903967506,714.819,126.208,100.603,spoofing,Low
Front,0.047708,0.090063,166.336,10.314,703.686,198.10878818423808,163.0845,noise_injection,Low
Front,0.3470718792973814,-0.021483187636947843,59.943593890799995,70.65132766464599,23.275,100.232,117.311,spoofing,High
Back,0.0661,-0.003077,177.272,1.27,45.057,223.83450465821554,353.19,noise_injection,Medium
Front,0.298549,-0.024693,163.497,-3.266,758.357,242.57454652621007,562.0799999999999,noise_injection,High
Front,0.7183289146793344,-0.1447095237828533,83.4297180764698,105.91130364221765,18.005,151.646,118.909,spoofing,High
Front,0.010598,0.073906,147.988,17.717,891.969,220.45374919137768,155.1045,noise_injection,Low
Back,-0.2768006070275261,-0.19566600566230946,139.1241395504219,-39.97843631452827,615.562,151.871,119.382,spoofing,Medium
Front,-0.07004271222384145,0.041009333016936836,146.5690376879167,66.82355865495217,811.888,155.128,118.501,spoofing,Medium
Back,-0.022981,-0.082361,125.329,38.478,319.743,287.73499323477955,311.757,noise_injection,Medium
Back,0.121151,0.029992,138.934,35.509,769.039,205.69338105654447,324.39,noise_injection,Medium
Back,-0.226338,0.005495,58.59,32.533,242.979,129.15514487619916,175.53300000000002,noise_injection,Low
Back,0.065796,0.040598,132.741,1.234,435.232,83.02049437087301,597.6,noise_injection,High
Front,-0.062878,0.063569,40.16,2.934,506.441,256.29219993092596,162.75150000000002,noise_injection,Low
Back,-0.42376178516165003,-0.1445381544257163,99.14803976546877,59.727114937529265,713.851,127.852,111.005,spoofing,Medium
Front,-0.17142094123403584,0.23305282186467607,282.81813235732886,134.23802461584185,833.204,155.803,108.749,spoofing,High
Back,0.24542565419769016,0.0287462829870377,38.540351023452246,152.33280159146443,886.79,146.96,114.112,spoofing,Low
Back,0.34242469917276386,0.06011800291832686,23.704621805602518,73.44488406196888,671.469,156.881,110.881,spoofing,Low
Front,-0.19989677791768237,0.09552838221436512,95.79488375885445,57.30146955127808,465.587,140.486,112.841,spoofing,High
Front,-0.040056,0.006206,185.581,-8.01,726.394,91.02059914250157,341.877,noise_injection,Medium
Front,0.221532,-0.023364,49.935,15.169,916.752,206.427642970881,161.193,noise_injection,Low
Front,-0.10471542391687758,0.1033878367670752,73.36652550054943,-17.765125167902838,578.478,157.284,102.087,spoofing,Medium
Back,0.31716099048051083,-0.07320740689514695,54.16494364316704,-7.758996593453964,775.837,110.757,105.964,spoofing,High
Front,-0.003252,0.03006,42.068,-0.13,616.955,58.07019712395376,561.28,noise_injection,High
Front,-0.5156598687054952,-0.20894180894280234,120.19502753672185,88.69197366235332,547.195,133.528,107.141,spoofing,High
Back,0.259157,0.013881,20.314,22.816,574.894,88.00001309615995,328.506,noise_injection,Medium
Back,-0.1639314031805005,0.11066276304976093,11.599183684238389,102.94293649565375,914.902,142.1,101.428,spoofing,Medium
Back,-0.41362323646337146,0.013992315019026216,67.80252737731452,20.891767307952026,360.823,119.6,111.777,spoofing,Low
Front,-0.186757,0.027675,132.152,34.913,391.132,185.13048619836601,349.881,noise_injection,Medium
Front,-0.09464984318008694,-0.10446525712283382,89.12215516384045,30.91796450216757,406.822,153.776,118.605,spoofing,Medium
Back,-0.15262594034261784,0.011903797704271316,77.89079857282756,83.25777806222635,682.577,132.99,103.708,spoofing,High
Front,-0.140942,-0.018591,149.263,8.985,363.455,143.42801038104278,321.921,noise_injection,Medium
Front,-0.002509,0.047727,196.657,21.849,295.941,54.87078088318572,158.427,noise_injection,Low
Front,0.263469,-0.024961,182.102,22.893,621.611,186.7999675326344,169.1895,noise_injection,Low
Back,0.5668613551385051,-0.046911155382497335,41.63338918075028,77.03109779549554,778.195,100.063,110.031,spoofing,High
Back,-0.239454,0.059151,189.279,26.527,187.698,181.65793856618325,164.1015,noise_injection,Low
Back,-0.34964731893575524,0.2573743626769533,48.05181164733966,34.24094247826224,769.804,104.779,115.846,spoofing,Low
Front,0.1381482517551441,-0.13276087542960957,160.56729204086534,-3.8472746490034195,410.796,139.351,118.63,spoofing,Low
Front,0.4585997932768624,0.16017434878106598,86.65226318786493,-20.04259301430869,307.448,123.895,108.674,spoofing,Low
Back,0.2533871501866889,0.19835235975625418,157.3204304938129,92.20197409286303,927.646,159.979,104.622,spoofing,Low
Back,-0.106233,0.038677,41.561,4.737,253.158,220.04658926805186,325.404,noise_injection,Medium
Front,0.19623,-0.077345,124.099,-4.197,199.565,270.3616568728872,507.485,noise_injection,High
Back,-0.16131,0.054077,81.721,-8.717,343.76,220.91014934335803,170.88150000000002,noise_injection,Low
Back,0.07926673395950629,0.08221724862573397,95.47994953793145,30.39099711097801,364.091,120.835,102.21,spoofing,Low
Front,0.1565383762476623,-0.06575325631232314,150.70643640005008,53.98559209945518,130.037,147.925,119.711,spoofing,Medium
Back,0.182682,-0.071976,36.626,20.178,745.033,100.22932750316296,157.03799999999998,noise_injection,Low
Back,-0.12011714244241152,-0.04171328811977479,149.41649301471637,34.238496096606404,644.454,157.26,118.417,spoofing,Low
Front,-0.1383750592616627,0.154199063863448,78.39804146634417,51.8024388039621,833.698,105.147,103.875,spoofing,Low
Back,-0.280479,0.066632,167.074,-6.173,268.035,269.8404653010624,163.9635,noise_injection,Low
Back,-0.169129,0.040299,199.606,24.255,733.611,114.53749753224164,326.64300000000003,noise_injection,Medium
Back,-0.298231,-0.031182,131.847,20.083,910.763,149.52366105760228,354.06600000000003,noise_injection,Medium
Front,0.13877619909609484,-0.010516835328524307,218.82978234902453,-16.05511551575198,705.541,126.928,117.725,spoofing,Medium
Back,-0.035866,0.099722,78.923,23.786,861.771,219.53537159171242,163.75650000000002,noise_injection,Low
Front,-0.2862606262640874,0.046960191564862384,120.63007039380979,82.75669976591948,156.95,110.709,111.832,spoofing,Low
Back,0.14684199136063392,-0.06894332781386146,154.19359475616488,82.42935595379743,141.86,130.28,112.079,spoofing,Medium
Front,0.12750894105241434,0.01274120602676862,138.783632569551,-0.9653083103371303,543.883,142.252,105.642,spoofing,Low
Front,-0.2857672184319688,0.20949394749375094,68.3722583231712,87.31491243781628,947.897,111.892,114.522,spoofing,High
Back,-0.179422,-0.007167,148.243,3.694,274.978,196.4591239407944,178.5465,noise_injection,Low
Front,-0.28496816413171777,0.07371888721163651,130.1178180300412,20.21038719729539,796.911,148.765,100.238,spoofing,Low
Front,-0.02243,0.056214,78.042,3.791,656.991,226.2472495465649,564.9649999999999,noise_injection,High
Back,-0.173659,-0.063548,31.757,-6.41,18.867,157.22969036338898,177.3465,noise_injection,Low
Front,-0.297124,0.002064,97.065,-6.684,868.34,203.17543000896285,508.58,noise_injection,High
Front,-0.02107,-0.015096,161.83,39.122,95.338,209.16161628315496,515.4,noise_injection,High
Front,0.19250208194811746,-0.05748352720434636,181.93703395018179,31.349012167682606,563.144,112.983,110.255,spoofing,Medium
Front,-0.15122810454625768,-0.1206941867378771,95.07245022195254,-13.93077767761805,561.514,129.563,104.179,spoofing,Medium
Back,0.283219,-0.034559,74.101,-2.336,161.435,241.78813720533034,334.08,noise_injection,Medium
Front,-0.3304426521113433,0.12384730777053488,54.62365443857188,97.57956832408418,249.448,158.85,107.024,spoofing,Medium
Front,-0.034958,-0.066821,52.391,14.884,941.689,170.92017635599018,173.3715,noise_injection,Low
Back,-0.017567,-0.016007,35.809,-1.455,70.79,113.01836930363004,306.546,noise_injection,Medium
Front,-0.13704261353238,0.006699868094403497,280.68139109077254,77.58366604810367,340.489,128.413,119.885,spoofing,Low
Front,0.198125,0.077515,191.831,-5.543,209.058,204.84740763330058,569.6949999999999,noise_injection,High
Back,-0.233213,0.007729,65.762,-9.771,824.663,89.8962018375189,560.045,noise_injection,High
Back,0.202077,0.012104,154.009,11.466,386.19,117.06759953910078,335.937,noise_injection,Medium
Back,-0.5757005366516401,0.15894765551192444,33.23224674212365,17.849889347958104,430.632,127.787,107.748,spoofing,Low
Back,-0.1785979740762086,0.14513384419611922,121.00016492883944,27.896333872813965,27.641,149.077,101.675,spoofing,Medium
Front,-0.2994797730442058,-0.052778627848073745,23.039749557299192,26.496783985731668,133.684,118.177,105.374,spoofing,Low
Back,-0.02999429674932995,-0.0560122831201083,96.99170860207148,80.3536333930131,204.88,143.779,108.056,spoofing,High
Front,-0.014609,-0.04138,192.991,31.046,629.955,57.43674327330196,357.531,noise_injection,Medium
Front,0.180345,-0.02668,178.979,0.208,180.994,257.7331613188996,503.665,noise_injection,High
Back,0.06646803179196309,-0.0980687809044764,114.75772183065033,146.01982195421263,281.538,122.64,106.698,spoofing,Medium
Back,-0.12034723248997084,-0.1580793606765493,68.03306492666786,-17.667047479490268,682.259,118.624,118.797,spoofing,Low
Back,-0.269655,-0.011636,123.821,24.89,592.367,168.26832800916404,320.367,noise_injection,Medium
Front,-0.24432,-0.029981,161.53,-2.875,789.979,222.50130039134172,314.697,noise_injection,Medium
Back,0.124578,-0.042596,82.547,7.014,901.82,204.25668366120928,530.505,noise_injection,High
Front,-0.121744,-0.005027,178.763,7.914,309.008,298.52912074134076,587.085,noise_injection,High
Back,0.6807724077907535,0.15814902601122052,157.00125964177982,4.098342019977947,900.657,151.488,101.54,spoofing,High
Front,-0.4508516815215995,-0.1926965433750602,46.05974720292192,79.7252536895416,423.062,144.845,115.099,spoofing,Medium
Front,-0.213422,0.004546,91.069,-0.91,79.517,281.85360902578924,551.23,noise_injection,High
Front,0.270045,-0.007551,57.682,9.233,903.094,148.7638660751351,179.13,noise_injection,Low
Front,0.6046570267790088,-0.22622681489597396,149.40304640519804,0.7078868461488392,294.807,143.707,116.956,spoofing,Medium
Back,0.108544,-0.066038,22.131,28.649,152.103,196.29378323407047,175.809,noise_injection,Low
Front,0.15791758878720608,0.1265639076397452,59.75183483013287,103.93987592918154,3.025,125.149,113.074,spoofing,Low
Front,0.7175701148632504,-0.23687468737011436,41.02329146883275,98.62625741572396,53.782,104.882,113.31,spoofing,Medium
Back,0.34490826677505954,-0.07636506033578967,28.33001560194057,-6.5524760091987915,718.338,152.19,103.464,spoofing,Medium
Front,0.085776,0.013909,27.528,32.828,953.278,95.69728815111657,530.8299999999999,noise_injection,High
Front,-0.45022396536595033,-0.027842878073869474,116.3829466127336,-14.773141689688883,768.32,155.083,100.148,spoofing,Medium
Back,-0.10559,0.084519,88.016,17.379,67.823,116.61390011742998,317.385,noise_injection,Medium
Back,0.150211,0.053877,159.554,25.884,906.191,149.68192628001893,161.451,noise_injection,Low
Back,-0.144611,0.022497,25.085,3.964,223.699,127.71175326948206,558.815,noise_injection,High
Front,0.122785,0.008449,88.485,23.755,574.92,157.0709132871815,577.5500000000001,noise_injection,High
Front,0.17113754350486882,0.1545152766857497,95.56953841635423,52.0789126893691,401.938,126.526,117.496,spoofing,High
Front,-0.17706222368411428,-0.036679799559011184,226.24428022022232,83.17635787723053,809.928,131.519,108.334,spoofing,Low
Front,-0.03714612159137906,-0.014177145998242225,103.53529041722089,121.11851508792692,430.678,119.634,116.414,spoofing,Medium
Back,0.5297197059591829,-0.22385675530916577,107.46852030748958,-16.19125819465169,189.191,136.93,119.232,spoofing,Medium
Front,0.2885050482819813,0.10591586149033344,182.88776845816903,116.1931870854985,730.214,135.479,103.737,spoofing,Low
Back,-0.10777,0.054312,184.285,14.559,48.408,217.90648470168932,165.873,noise_injection,Low
Front,0.049426,0.067209,196.807,36.622,298.481,156.5929842529805,332.685,noise_injection,Medium
Back,0.273618,0.051827,137.691,29.051,905.577,142.99982567135325,506.63,noise_injection,High
Front,-0.47608690083276495,0.0005610410755523751,83.54068237302724,113.44819647783653,457.916,140.945,116.453,spoofing,High
Front,0.244174,-0.096027,76.539,-6.246,590.632,107.61918895865446,566.5550000000001,noise_injection,High
Back,0.045625,0.028297,21.723,35.0,527.743,240.8645178683507,505.96,noise_injection,High
Back,0.088574,0.054908,44.751,-0.481,266.697,115.19267768409415,165.852,noise_injection,Low
Front,0.19968443077233028,-0.034936446586182654,105.39572394811975,30.852183492491022,22.549,110.068,117.113,spoofing,High
Back,-0.140871,-0.008075,161.226,22.113,108.108,180.003911919271,165.6735,noise_injection,Low
Front,0.271602,0.088925,143.06,6.929,472.703,168.0243589262795,300.735,noise_injection,Medium
Back,-0.023054498783456875,-0.16551047561635543,55.41589267810448,-11.20882600534973,112.836,159.246,103.35,spoofing,Medium
Back,0.283909,-0.09462,163.31,1.981,871.09,79.55101664317414,159.411,noise_injection,Low
Back,0.04423011734514541,0.07664238117988216,65.62760629664571,21.67513556011993,526.944,130.397,115.275,spoofing,Medium
Front,0.38150951379287334,-0.01058380397280019,32.10066602665714,69.69073596281238,159.785,104.256,115.835,spoofing,Medium
Front,-0.050744,-0.090539,45.033,23.942,201.609,120.38238927597035,308.08799999999997,noise_injection,Medium
Front,0.07261286334144654,-0.11890897208407078,35.132372175482786,69.4530219466319,11.622,112.988,101.969,spoofing,Low
Front,-0.173437,0.058389,96.85,11.934,34.174,193.32357291574684,559.2049999999999,noise_injection,High
Front,-0.239053,0.026772,108.091,-5.231,893.238,85.82064664958999,162.60000000000002,noise_injection,Low
Front,-0.20314495210243722,0.12614577627224582,172.873320865454,-6.952684879947231,144.225,138.687,119.209,spoofing,Medium
Front,0.030895,-0.052714,30.864,11.599,394.683,131.8079831053113,157.5045,noise_injection,Low
Front,0.6141078398371052,0.17066337743087068,23.307571135806693,164.53962001162228,619.059,103.205,116.17,spoofing,Low
Back,0.296865,-0.075409,44.61,7.279,465.321,156.99935045210913,565.425,noise_injection,High
Front,-0.079962,-0.048673,125.852,29.279,375.48,159.19677741767953,596.64,noise_injection,High
Front,0.13559659580420702,0.14943712103159273,146.64551228813696,72.53895282051799,228.166,104.75,111.805,spoofing,Medium
Front,0.09783497794673646,-0.16066083139940365,77.47488297378943,67.41238446465209,867.335,147.494,110.675,spoofing,Medium
Front,-0.3525149725662263,-0.035946883057754786,40.835662330198524,47.77003905414719,633.682,123.624,108.062,spoofing,High
Front,0.193039,-0.091189,118.123,-8.521,971.184,116.28837934364712,154.737,noise_injection,Low
Back,0.31415444404852627,0.12910212116328523,168.416761970232,80.7552147235961,953.732,127.299,117.039,spoofing,Low
Front,-0.24552,0.028369,154.625,26.32,292.448,100.86388279764493,179.2995,noise_injection,Low
Front,0.14269874021267742,0.016950759785384434,118.64002586969143,-13.6858369679792,581.567,156.742,104.216,spoofing,Low
Back,-0.26094850022834465,-0.13019221006454396,44.91598723086116,113.57808414865437,3.326,119.898,104.287,spoofing,Low
Front,0.3603040941652094,0.019960457853649492,43.53033678931566,59.65378463926379,381.477,159.253,117.217,spoofing,Medium
Back,0.167002,0.041545,84.617,16.871,798.574,60.175734589939104,307.392,noise_injection,Medium
Back,0.055074,0.078597,51.39,24.453,908.212,282.76673877081635,577.05,noise_injection,High
Back,-0.5655085146131266,-0.1272348966488565,68.57020559513015,82.13649139643596,487.697,127.843,105.216,spoofing,Low
Front,0.169188,-0.097406,141.01,30.146,412.347,143.25923414445194,553.53,noise_injection,High
Back,0.10153189281757796,-0.051858843104789415,23.51553079891225,144.58017986082555,25.996,137.472,104.767,spoofing,Low
Back,-0.674982647225473,-0.16865247185892773,73.15999726890195,114.97617304437878,744.693,140.708,107.77,spoofing,Medium
Back,0.277667,-0.099407,153.793,6.864,547.791,239.16556689272466,545.2049999999999,noise_injection,High
Back,0.19413297691512155,0.022302761474247517,230.65261819598643,124.1935511916037,249.366,135.761,119.995,spoofing,Medium
